World rank,Company,Country,Region,Industry,R&D 2019 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%),,,,,,,
1403,COOPER COMPANIES,US,US,Health Care Equipment & Services,77.2,2.240565375,2361.9,4.761528743, 3.3 ,260.0,50.87809888, 11.0 ,510.4,42.2,21.6,12000.0,0.0,13668.7,22.2,,,,,,,
1404,RECORDATI,Italy,EU,Pharmaceuticals & Biotechnology,77.1,14.88679892,1481.8,9.585094307, 5.2 ,31.3,61.48641669, 2.1 ,464.1,4.9,31.3,4323.0,4.4,8335.7,32.1,,,,,,,
1405,BASILEA PHARMACEUTICA,Switzerland,RoW,Pharmaceuticals & Biotechnology,77.1,6.324668303,123.5,26.66459258, 62.4 ,0.3,-29.83295477, 0.2 ,-15.8,-28.6,-12.8,225.0,-0.9,494.1,-25.3,,,,,,,
1406,SEOUL SEMICONDUCTOR,South Korea,RoW,Technology Hardware & Equipment,77.0,-16.40617809,868.7,-5.382547442, 8.9 ,61.8,-50.75465437, 7.1 ,38.1,-47.8,4.4,,,661.2,-16.4,,,,,,,
1407,ZYMEWORKS,Canada,RoW,Pharmaceuticals & Biotechnology,76.9,2256.234701,26.3,-44.27657966, 292.3 ,5.6,687.2980187, 21.4 ,-134.0,351.2,-509.5,256.0,39.9,930.4,132.8,,,,,,,
1408,GUARDANT HEALTH,US,US,Pharmaceuticals & Biotechnology,76.8,70.1542,190.8,136.5151866, 40.3 ,16.7,-7.355341621, 8.7 ,-73.3,-11.4,-38.4,622.0,37.0,7243.5,,,,,,,,
1409,BOLLORE,France,EU,Industrial Transportation,76.8,-27.34153264,24843.4,7.900314449, 0.3 ,606.6,, 2.4 ,1332.9,2.2,5.4,83801.0,3.5,11344.8,-6.0,,,,,,,
1410,TI FLUID,UK,Row,Automobiles & Parts,76.8,0.787401575,3411.1,-1.776664363, 2.3 ,119.4,3.10880829, 3.5 ,260.0,-7.3,7.6,27300.0,10.3,1007.5,-42.3,,,,,,,
1411,SHENGYI TECHNOLOGY,China,China,Industrial Metals & Mining,76.8,14.73558215,1652.2,10.62694566, 4.6 ,201.4,24.15856786, 12.2 ,247.7,34.9,15.0,10325.0,14.2,7064.2,139.4,,,,,,,
1412,CHINA CAMC ENGINEERING,China,China,Construction & Materials,76.8,95.63061194,1351.7,4.693545823, 5.7 ,16.7,14.30390256, 1.2 ,141.6,-9.0,10.5,5761.0,150.6,1395.8,,,,,,,,
1413,SILICON WORKS,South Korea,RoW,Electronic & Electrical Equipment,76.8,16.48082481,666.7,9.510254292, 11.5 ,12.9,-2.818748119, 1.9 ,36.3,-15.3,5.4,,,410.8,-29.0,,,,,,,
1414,SIERRA WIRELESS,Canada,RoW,Technology Hardware & Equipment,76.7,-7.744602468,635.1,-10.09183448, 12.1 ,14.7,-9.204006913, 2.3 ,-51.6,257.9,-8.1,,,354.5,-41.5,,,,,,,
1415,COHU,US,US,Technology Hardware & Equipment,76.7,52.65088348,519.3,29.12136319, 14.8 ,16.0,262.3918583, 3.1 ,-34.6,250.7,-6.7,3200.0,-8.6,436.1,-35.7,,,,,,,
1416,TYLER TECHNOLOGIES,US,US,Software & Computer Services,76.7,36.16274879,967.1,16.16036668, 7.9 ,33.1,35.77888144, 3.4 ,140.2,3.3,14.5,5368.0,18.6,8810.8,3.7,,,,,,,
1417,CELLECTIS,France,EU,Pharmaceuticals & Biotechnology,76.5,30.14530065,15.2,19.31505773, 503.9 ,12.9,173.8706257, 85.0 ,-123.6,17.6,-813.4,205.0,37.6,467.3,-56.2,,,,,,,
1418,HUIZHOU DESAY SV AUTOMOTIVE,China,China,Electronic & Electrical Equipment,76.4,20.79581243,666.4,-2.335481915, 11.5 ,50.3,59.83495814, 7.6 ,34.8,-41.4,5.2,4506.0,2.3,348.5,24.1,,,,,,,
1419,CHUBU ELECTRIC POWER,Japan,Japan,Electricity,76.3,-5.722922254,25010.8,1.017171859, 0.3 ,1884.3,-34.12173727, 7.5 ,1067.3,7.1,4.3,28448.0,-6.2,9686.4,-3.0,,,,,,,
1420,PURETECH HEALTH,UK,Row,Health Care Equipment & Services,76.3,11.21371684,8.7,-52.73279158, 874.4 ,10.8,178.0756325, 123.8 ,511.6,-1206.5,5860.2,129.0,-11.0,921.0,78.4,,,,,,,
1421,LAFARGEHOLCIM,Switzerland,RoW,Construction & Materials,76.3,-15.30612268,24568.0,-2.708803612, 0.3 ,1410.3,8.71722187, 5.7 ,3523.1,15.7,14.3,72452.0,-6.0,26484.9,0.6,,,,,,,
1422,HARMONIC,US,US,Technology Hardware & Equipment,76.3,-4.82884196,358.6,-0.16949236, 21.3 ,9.2,46.62124371, 2.6 ,15.7,-1525.2,4.4,1172.0,0.9,525.7,25.9,,,,,,,
1423,TONGFU MICROELECTRONICS,China,China,Technology Hardware & Equipment,76.2,21.82885752,1029.2,13.20062886, 7.4 ,268.7,-5.469157601, 26.1 ,24.5,-29.4,2.4,12254.0,5.9,1321.2,5.1,,,,,,,
1424,RACING POINT,UK,Row,Travel & Leisure,76.2,,53.4,, 142.7 ,,,,-134.9,,-252.8,425.0,,,,,,,,,,
1425,ACER,Taiwan,RoW,Technology Hardware & Equipment,76.0,0.462357809,6927.2,-3.295925463, 1.1 ,6.7,-2.255442586, 0.1 ,88.2,-20.2,1.3,,,1563.8,-33.1,,,,,,,
1426,SINOMA INTERNATIONAL ENGINEERING,China,China,Construction & Materials,76.0,9.150179703,3084.2,13.46054758, 2.5 ,33.5,-2.87983361, 1.1 ,214.8,-6.9,7.0,7794.0,-1.9,1305.7,-10.1,,,,,,,
1427,RINNAI,Japan,Japan,Household Goods & Home Construction,75.9,-2.051983766,2777.3,-2.172851143, 2.7 ,79.5,-31.18598627, 2.9 ,302.0,19.9,10.9,10451.0,-1.5,2808.5,-19.3,,,,,,,
1428,LEPU MEDICAL TECHNOLOGY BEIJING,China,China,Health Care Equipment & Services,75.8,36.89543636,976.3,23.1330898, 7.8 ,71.7,-47.46771558, 7.3 ,262.5,30.2,26.9,8918.0,16.0,5196.8,-7.8,,,,,,,
1429,SUNGROW POWER SUPPLY,China,China,Alternative Energy,75.8,31.93356375,1648.5,25.36906755, 4.6 ,87.1,-18.63116057, 5.3 ,164.4,11.1,10.0,3891.0,13.7,1644.1,77.5,,,,,,,
1430,ZUMTOBEL,Austria,EU,Electronic & Electrical Equipment,75.8,-4.072020056,1131.3,-2.643506937, 6.7 ,57.9,-12.57699275, 5.1 ,34.7,1198.2,3.1,6039.0,2.7,281.0,-6.4,,,,,,,
1431,OCTAPHARMA,Switzerland,RoW,Pharmaceuticals & Biotechnology,75.7,-13.22358548,2035.6,23.20171208, 3.7 ,213.6,28.46239125, 10.5 ,,,,9307.0,11.9,,,,,,,,,
1432,YPSOMED,Switzerland,RoW,Health Care Equipment & Services,75.5,33.9738058,362.1,-13.20044524, 20.9 ,70.6,-28.13872255, 19.5 ,8.5,-87.3,2.4,1714.0,6.9,1498.0,-13.0,,,,,,,
1433,AVALARA,US,US,Software & Computer Services,75.4,59.86342074,340.4,40.54531824, 22.2 ,9.1,-34.25047066, 2.7 ,-49.7,-26.5,-14.6,2601.0,63.4,5667.7,159.0,,,,,,,
1434,FENG TAY ENTERPRISES,Taiwan,RoW,Personal Goods,75.3,14.45562128,2185.9,14.62446752, 3.4 ,168.6,177.6652368, 7.7 ,290.5,16.6,13.3,,,4442.6,20.9,,,,,,,
1435,ULVAC,Japan,Japan,Industrial Engineering,75.1,11.04545976,1800.5,-11.45339811, 4.2 ,92.5,14.88499313, 5.1 ,191.7,-33.5,10.6,6424.0,-0.2,1854.1,-23.9,,,,,,,
1436,ZHUZHOU TIMES NEW MATERIALS TECHNOLOGY,China,China,General Industrials,75.1,-0.586264502,1403.6,-5.957220513, 5.3 ,59.4,-25.25555978, 4.2 ,-27.9,-40.2,-2.0,6541.0,-5.1,867.3,22.7,,,,,,,
1437,ASPEN TECHNOLOGY,US,US,Software & Computer Services,75.0,2.242583155,532.6,15.31938343, 14.1 ,0.4,31.72199388, 0.1 ,251.7,29.0,47.3,1600.0,9.1,7291.8,77.2,,,,,,,
1438,TOKUYAMA,Japan,Japan,Chemicals,75.0,14.17039345,2578.6,-2.638136375, 2.9 ,160.8,17.54249988, 6.2 ,279.4,-1.9,10.8,5679.0,3.8,1278.5,-34.3,,,,,,,
1439,WEG,Brazil,RoW,Industrial Engineering,74.9,10.20806263,2948.1,11.50654674, 2.5 ,109.6,22.93981009, 3.7 ,408.1,22.6,13.8,,,10429.8,17.6,,,,,,,
1440,LUMIRADX,UK,Row,Health Care Equipment & Services,74.8,31.15478384,20.4,-12.32972978, 367.1 ,9.5,116.849964, 46.4 ,-101.3,24.6,-497.0,476.0,29.7,,,,,,,,,
1441,ATHENEX,US,US,Pharmaceuticals & Biotechnology,74.8,-29.58519859,90.1,13.6127947, 83.0 ,12.1,308.6721688, 13.4 ,-106.4,-5.7,-118.1,581.0,-0.2,1013.2,4.4,,,,,,,
1442,WISTRON NEWEB,Taiwan,RoW,Technology Hardware & Equipment,74.7,15.08090357,1840.3,11.04360708, 4.1 ,57.3,3.267239829, 3.1 ,56.5,-11.6,3.1,,,909.4,19.9,,,,,,,
1443,NANYANG TOPSEC TECHNOLOGIES,China,China,Technology Hardware & Equipment,74.7,43.17496483,893.8,12.2799165, 8.4 ,29.8,29.82422645, 3.3 ,65.6,-22.2,7.3,5281.0,13.4,1930.1,120.8,,,,,,,
1444,INOVIO PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,74.7,29.53164203,3.7,-86.51025674," 2,040.5 ",0.9,-52.6177404, 24.0 ,-98.9,18.1,-2702.1,190.0,-32.4,190.4,-55.6,,,,,,,
1445,ISHIHARA SANGYO KAISHA,Japan,Japan,Chemicals,74.6,13.38289945,824.5,-5.049745857, 9.1 ,54.8,3.770086096, 6.6 ,47.1,-48.7,5.7,1704.0,3.8,285.6,-47.7,,,,,,,
1446,CYMABAY THERAPEUTICS,US,US,Pharmaceuticals & Biotechnology,74.6,44.23817963,,,,0.3,-40.45386203,,-91.8,42.2,,36.0,-16.3,362.0,-49.5,,,,,,,
1447,FORTY SEVEN,US,US,Pharmaceuticals & Biotechnology,74.6,47.85171011,14.0,, 534.5 ,0.3,-11.66246669, 2.3 ,-78.8,22.8,-564.7,68.0,19.3,284.8,-30.5,,,,,,,
1448,ELRINGKLINGER,Germany,EU,Automobiles & Parts,74.4,-7.740022579,1727.0,1.649499706, 4.3 ,92.2,-43.59595367, 5.3 ,64.1,-33.3,3.7,10393.0,-0.3,306.3,-53.6,,,,,,,
1449,LUXI CHEMICAL GROUP,China,China,Chemicals,74.4,-16.88970949,2259.6,-15.09970307, 3.3 ,416.9,5.072783258, 18.4 ,228.4,-59.1,10.1,12099.0,1.0,1800.0,-38.0,,,,,,,
1450,INSTRUCTURE,US,US,Software & Computer Services,74.4,40.63747093,230.1,23.3502272, 32.3 ,9.1,-7.985988785, 4.0 ,-76.5,92.1,-33.3,1397.0,14.6,1365.6,7.6,,,,,,,
1451,BCE,Canada,RoW,Mobile Telecommunications,74.3,2.83018864,16334.8,2.113516278, 0.5 ,2718.4,0.428103744, 16.6 ,3682.2,7.0,22.5,52100.0,-1.3,38652.6,18.6,,,,,,,
1452,GESTAMP AUTOMOCION,Spain,EU,Automobiles & Parts,74.3,-13.41648211,9065.1,6.054397718, 0.8 ,718.5,-9.509481395, 7.9 ,505.6,-3.6,5.6,43822.0,0.6,2340.0,-38.6,,,,,,,
1453,RAPID7,US,US,Software & Computer Services,74.2,19.61639538,291.0,33.94471704, 25.5 ,26.2,129.6729857, 9.0 ,-39.8,-14.5,-13.7,1544.0,23.9,2334.3,46.7,,,,,,,
1454,RAKUTEN,Japan,Japan,General Retailers,74.2,-3.9298551,10310.6,14.74852017, 0.7 ,881.5,360.9888245, 8.5 ,-58.3,-110.3,-0.6,20053.0,16.5,11714.4,17.8,,,,,,,
1455,OJI,Japan,Japan,Forestry & Paper,74.1,3.637815563,12298.4,-2.79717935, 0.6 ,754.2,56.18021204, 6.1 ,851.6,37.2,6.9,36810.0,1.4,4096.1,-35.0,,,,,,,
1456,VENUSTECH,China,China,Software & Computer Services,74.1,27.29571105,386.8,23.0520175, 19.2 ,21.4,34.65095693, 5.5 ,93.3,47.8,24.1,4609.0,19.3,2385.4,76.7,,,,,,,
1457,10X GENOMICS,US,US,Pharmaceuticals & Biotechnology,74.0,74.80488971,218.9,68.05957127, 33.8 ,38.0,580.1718673, 17.4 ,-27.2,-72.4,-12.4,584.0,49.7,,,,,,,,,
1458,INDUSTRIAL AND FINANCIAL SYSTEMS,Sweden,EU,Software & Computer Services,73.8,21.80094642,,,,7.9,29.68751887,,,,,,,,,,,,,,,
1459,BIO-THERA,China,China,Pharmaceuticals & Biotechnology,73.8,17.78173741,,,,9.5,,,-130.6,85.0,,716.0,64.2,,,,,,,,,
1460,CASA SYSTEMS,US,US,Technology Hardware & Equipment,73.7,19.05453243,251.3,-4.991131505, 29.3 ,7.6,7.845847411, 3.0 ,-5.0,-107.1,-2.0,997.0,34.2,429.8,-61.9,,,,,,,
1461,APTARGROUP,US,US,General Industrials,73.7,9.960160183,2545.6,3.435052816, 2.9 ,215.7,14.68577774, 8.5 ,352.6,10.1,13.9,14000.0,-0.7,6967.4,20.2,,,,,,,
1462,FORESCOUT TECHNOLOGIES,US,US,Software & Computer Services,73.7,34.16136069,299.8,13.15298822, 24.6 ,6.9,1.730460014, 2.3 ,-90.1,37.7,-30.1,1217.0,10.8,1473.9,9.7,,,,,,,
1463,FOSHAN HAITIAN,China,China,Food Producers,73.6,20.1483613,2364.3,15.14739769, 3.1 ,74.2,160.1906949, 3.1 ,746.3,22.2,31.6,5554.0,8.4,39450.1,67.6,,,,,,,
1464,NIPPON SHEET GLASS,Japan,Japan,Construction & Materials,73.5,-3.93264469,4537.1,-9.238253296, 1.6 ,496.5,116.4195556, 10.9 ,25.8,-90.8,0.6,26803.0,0.2,460.5,-46.8,,,,,,,
1465,CHANGYUAN,China,China,Electronic & Electrical Equipment,73.5,-5.136908152,716.6,-19.35064678, 10.3 ,37.5,-66.75831374, 5.2 ,19.1,-144.5,2.7,6222.0,-30.7,1008.1,-16.9,,,,,,,
1466,AI PERFORM HOLDINGS,UK,Row,Media,73.5,81.59725345,674.3,31.62644564, 10.9 ,27.5,, 4.1 ,-551.5,,-81.8,3138.0,28.3,,,,,,,,,
1467,BOLIDEN,Sweden,EU,Mining,73.2,5.082418404,4780.0,-4.800396534, 1.5 ,841.4,43.980344, 17.6 ,707.2,-16.2,14.8,5997.0,3.1,5681.3,-9.4,,,,,,,
1468,KOLON,South Korea,RoW,General Industrials,73.2,10.30042482,3388.4,-1.179676658, 2.2 ,113.7,-63.81754358, 3.4 ,133.0,3.6,3.9,,,825.5,-39.0,,,,,,,
1469,YAKULT HONSHA,Japan,Japan,Food Producers,73.2,-15.09987686,3312.0,-0.248883943, 2.2 ,167.9,-29.94486807, 5.1 ,368.9,8.5,11.1,28395.0,4.1,8539.3,-22.5,,,,,,,
1470,BIOCRYST PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,73.1,16.68135709,43.5,136.4547528, 168.1 ,0.3,-6.283993665, 0.7 ,-88.5,27.0,-203.7,140.0,40.0,293.9,-57.8,,,,,,,
1471,NEW WORK,Germany,EU,Software & Computer Services,73.0,7.726923985,269.5,16.41724649, 27.1 ,7.7,31.37624101, 2.8 ,49.1,6.0,18.2,1923.0,23.1,1478.2,-17.8,,,,,,,
1472,CONOCOPHILLIPS,US,US,Oil & Gas Producers,73.0,5.128205128,28864.2,-11.25403689, 0.3 ,5907.1,-1.688888889, 20.5 ,5664.9,-25.5,19.6,10400.0,-3.7,51564.2,-32.1,,,,,,,
1473,SPECTRUM PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,72.9,-13.69792318,,,,8.0,8328.088319,,-126.8,3.3,,146.0,-37.9,737.4,-63.7,,,,,,,
1474,NEVS,Sweden,EU,Automobiles & Parts,72.9,-19.69381914,7.1,2.06968051," 1,031.6 ",0.1,1.261530834, 1.6 ,,,,1579.0,64.1,,,,,,,,,
1475,DAIFUKU,Japan,Japan,Industrial Engineering,72.9,3.72605951,3619.5,-3.436883833, 2.0 ,104.5,65.48295463, 2.9 ,330.4,-24.8,9.1,10863.0,10.2,5184.8,-13.0,,,,,,,
1476,AVAST,UK,Row,Software & Computer Services,72.8,20.82717973,775.4,7.769392558, 9.4 ,23.4,94.81481876, 3.0 ,322.3,45.8,41.6,1792.0,6.7,4352.3,51.8,,,,,,,
1477,VTECH,China,China,Technology Hardware & Equipment,72.7,5.829014816,1927.6,0.166520191, 3.8 ,29.6,-10.99195576, 1.5 ,190.3,14.1,9.9,26000.0,0.0,1784.5,-28.6,,,,,,,
1478,ALEMBIC PHARMACEUTICALS,India,RoW,Pharmaceuticals & Biotechnology,72.7,24.27478955,573.5,16.9262737, 12.7 ,84.0,142.667485, 14.6 ,133.2,43.6,23.2,11576.0,4.0,1173.0,-16.7,,,,,,,
1479,GUERBET,France,EU,Pharmaceuticals & Biotechnology,72.5,3.446554871,816.9,3.457944635, 8.9 ,38.9,18.94923439, 4.8 ,54.7,-19.5,6.7,2820.0,-1.1,615.2,-12.3,,,,,,,
1480,TOKYO OHKA KOGYO,Japan,Japan,Chemicals,72.4,4.140277834,838.8,-2.333843085, 8.6 ,120.5,127.6074561, 14.4 ,74.0,-6.0,8.8,1726.0,3.2,1320.8,0.7,,,,,,,
1481,CHINA XD ELECTRIC,China,China,Electronic & Electrical Equipment,72.3,-17.02730664,1892.8,12.92294137, 3.8 ,30.2,-57.81351087, 1.6 ,64.0,-23.3,3.4,13116.0,-9.8,2298.7,3.5,,,,,,,
1482,AERIE PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,72.3,-5.708115169,62.2,189.020303, 116.2 ,8.9,-68.19851297, 14.2 ,-166.9,-10.6,-268.3,380.0,7.6,885.7,-64.1,,,,,,,
1483,CALIX,US,US,Technology Hardware & Equipment,72.3,-9.758456605,377.7,-3.849814085, 19.1 ,11.9,28.07403836, 3.1 ,-13.7,-21.1,-3.6,763.0,-4.9,296.6,-19.5,,,,,,,
1484,CHENG UEI PRECISION INDUSTRY,Taiwan,RoW,Electronic & Electrical Equipment,72.2,15.48555908,2892.3,11.27205857, 2.5 ,100.4,-36.91687288, 3.5 ,81.8,372.0,2.8,,,524.9,23.5,,,,,,,
1485,WEST JAPAN RAILWAY,Japan,Japan,Travel & Leisure,72.2,-0.472281145,12303.3,-1.380166716, 0.6 ,2163.0,3.066111093, 17.6 ,1310.3,-18.4,10.7,48323.0,1.0,13969.4,19.3,,,,,,,
1486,KEURIG DR PEPPER,US,US,Beverages,72.1,26.5625,9898.5,49.42219833, 0.7 ,293.8,83.33333333, 3.0 ,2103.4,88.0,21.3,25500.0,0.0,34160.7,21.2,,,,,,,
1487,FORMFACTOR,US,US,Technology Hardware & Equipment,72.1,8.03323649,524.7,11.28786515, 13.7 ,18.6,4.922243188, 3.5 ,44.2,36.9,8.4,1836.0,9.5,1143.8,12.6,,,,,,,
1488,LA JOLLA PHARMACEUTICAL,US,US,Pharmaceuticals & Biotechnology,72.0,-30.0539311,20.5,129.2561788, 351.0 ,0.6,-70.17093927, 3.0 ,-97.7,-43.4,-476.3,90.0,-46.7,231.1,-57.0,,,,,,,
1489,SHUTTERSTOCK,US,US,Media,71.9,-6.675750867,579.1,4.375932741, 12.4 ,23.2,-25.24792154, 4.0 ,17.9,-24.1,3.1,1116.0,8.5,1103.1,-35.6,,,,,,,
1490,3D SYSTEMS,US,US,Software & Computer Services,71.9,-15.22382456,560.0,-8.516708887, 12.8 ,21.4,-41.06010808, 3.8 ,-50.8,32.2,-9.1,2472.0,-5.6,736.2,-64.4,,,,,,,
1491,MIMECAST,UK,Row,Software & Computer Services,71.9,39.43975621,380.1,25.43826414, 18.9 ,47.4,84.87237425, 12.5 ,2.0,-288.5,0.5,1800.0,20.4,2250.1,1.8,,,,,,,
1492,VARONIS SYSTEMS,US,US,Software & Computer Services,71.9,15.42496203,226.3,-5.955869232, 31.8 ,22.6,164.9692187, 10.0 ,-67.6,160.8,-29.9,1574.0,7.8,1844.5,-4.0,,,,,,,
1493,FUJI,Japan,Japan,Electronic & Electrical Equipment,71.8,10.13386745,1149.9,9.188716135, 6.2 ,97.2,42.62962624, 8.4 ,159.7,-14.9,13.9,2493.0,1.8,1137.2,-23.6,,,,,,,
1494,NEWLAND DIGITAL TECHNOLOGY,China,China,Software & Computer Services,71.8,24.46916876,709.6,-2.228172862, 10.1 ,64.0,33.35632483, 9.0 ,123.8,38.4,17.4,,,2200.4,32.6,,,,,,,
1495,LITTELFUSE,US,US,General Industrials,71.7,-7.745615667,1338.7,-12.48757613, 5.4 ,55.1,-17.20064767, 4.1 ,171.6,-14.3,12.8,11300.0,-8.1,3415.9,-31.6,,,,,,,
1496,PAUL HARTMANN,Germany,EU,Health Care Equipment & Services,71.6,12.22570533,2186.8,3.192954755, 3.3 ,85.7,1.233722536, 3.9 ,96.4,-25.8,4.4,11096.0,0.6,1043.1,-15.1,,,,,,,
1497,CATCHER TECHNOLOGY,Taiwan,RoW,Technology Hardware & Equipment,71.5,19.83552269,2709.2,-3.970005454, 2.6 ,119.2,-63.32234238, 4.4 ,515.9,-48.7,19.0,,,5022.6,-41.4,,,,,,,
1498,SAMSUNG C&T,South Korea,RoW,Travel & Leisure,71.5,19.14885365,23650.5,-1.265054633, 0.3 ,298.1,-35.89041335, 1.3 ,666.4,-21.5,2.8,,,12600.6,-29.8,,,,,,,
1499,SINOMA SCIENCE & TECHNOLOGY,China,China,Chemicals,71.5,22.71118185,1661.9,18.18125236, 4.3 ,277.3,27.2186591, 16.7 ,242.1,21.7,14.6,17609.0,7.4,2206.4,239.1,,,,,,,
1500,CHEMOURS,US,US,Chemicals,71.2,-2.43902439,4919.0,-16.75203375, 1.4 ,428.2,-3.413654618, 8.7 ,387.2,-66.3,7.9,7000.0,0.0,2062.1,-70.0,,,,,,,
1501,NEXEN TIRE,South Korea,RoW,Automobiles & Parts,71.2,32.0441521,1554.8,1.933581691, 4.6 ,176.9,-52.57055012, 11.4 ,159.4,13.7,10.3,,,700.6,-5.7,,,,,,,
1502,DICERNA PHARMACEUTICALS,US,US,Pharmaceuticals & Biotechnology,71.1,120.8394387,21.3,287.0466497, 334.4 ,5.7,1668.527217, 26.6 ,-114.1,109.4,-536.3,187.0,139.7,845.8,13.2,,,,,,,
1503,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL,China,China,Pharmaceuticals & Biotechnology,71.1,1.174334646,8202.7,54.3357669, 0.9 ,305.7,401.4052987, 3.7 ,517.5,59.8,6.3,25853.0,11.8,737.8,1.6,,,,,,,
1504,ADVANCED ENERGY INDUSTRIES,US,US,Electronic & Electrical Equipment,71.1,12.05334583,702.3,9.744996364, 10.1 ,22.4,23.89572086, 3.2 ,52.9,-66.2,7.5,10917.0,383.3,1757.6,-15.3,,,,,,,
1505,XTRION,Belgium,EU,Technology Hardware & Equipment,71.1,1.290706811,568.1,11.25417945, 12.5 ,76.3,64.36946693, 13.4 ,,,,5582.0,6.8,,,,,,,,,
1506,FISHER & PAYKEL HEALTHCARE,New Zealand,RoW,Health Care Equipment & Services,71.0,24.21383741,757.6,18.05866964, 9.4 ,87.1,25.90987825, 11.5 ,227.4,29.6,30.0,4751.0,10.4,5729.3,1.8,,,,,,,
1507,NIBE INDUSTRIER,Sweden,EU,Industrial Engineering,71.0,20.84690599,2425.8,12.55107477, 2.9 ,74.2,8.089262107, 3.1 ,278.5,7.3,11.5,16505.0,9.3,5236.6,16.7,,,,,,,
1508,INTEGRA LIFESCIENCES,US,US,Health Care Equipment & Services,70.8,1.963070041,1350.9,3.064027695, 5.2 ,61.9,-10.55298929, 4.6 ,168.3,-18.9,12.5,4000.0,-11.1,4569.9,1.4,,,,,,,
1509,FUJISHOJI,Japan,Japan,Household Goods & Home Construction,70.8,32.44851241,205.3,-10.00679275, 34.5 ,18.0,54.16375144, 8.8 ,-17.6,-261.2,-8.6,464.0,0.4,189.7,-16.0,,,,,,,
1510,MOBILEIRON,US,US,Mobile Telecommunications,70.8,1.933450516,182.7,6.234212729, 38.8 ,1.4,-22.39264667, 0.7 ,-39.6,3.8,-21.7,870.0,-2.1,667.8,52.1,,,,,,,
1511,RA PHARMA,US,US,Pharmaceuticals & Biotechnology,70.8,53.41086813,2.7,20.00002696," 2,651.4 ",0.8,-16.34427761, 28.8 ,-95.2,61.1,-3566.0,89.0,23.6,1138.3,224.1,,,,,,,
1512,BEKAERT,Belgium,EU,Industrial Metals & Mining,70.7,8.201260556,4322.5,0.399069141, 1.6 ,107.6,-40.66364409, 2.5 ,160.7,7.0,3.7,24994.0,-3.1,1494.5,12.8,,,,,,,
1513,ALECTOR,US,US,Pharmaceuticals & Biotechnology,70.6,74.88865637,18.9,-23.3334547, 373.8 ,13.6,710.2441665, 71.9 ,-101.8,99.7,-539.2,121.0,55.1,1008.5,,,,,,,,
1514,TELENAV,US,US,Technology Hardware & Equipment,70.6,-5.692528025,213.9,8.807312319, 33.0 ,0.8,-33.26181499, 0.4 ,0.5,-102.1,0.2,696.0,-11.2,475.8,112.7,,,,,,,
1515,BEIJING SHIJI INFORMATION TECHNOLOGY,China,China,Software & Computer Services,70.5,11.76795685,460.4,18.04214726, 15.3 ,48.6,60.32351518, 10.5 ,34.7,-35.6,7.5,5574.0,26.2,2103.4,-4.8,,,,,,,
1516,CHINA AVIONICS SYSTEMS,China,China,Aerospace & Defence,70.4,31.44834205,1041.6,9.714948006, 6.8 ,99.8,-7.851992901, 9.6 ,120.1,15.1,11.5,13400.0,-3.1,3355.8,16.3,,,,,,,
1517,NOVOCURE,UK,Row,Pharmaceuticals & Biotechnology,70.3,56.21268078,312.7,41.62108155, 22.5 ,9.3,56.23603283, 3.0 ,-1.6,-94.6,-0.5,782.0,30.8,7940.4,113.1,,,,,,,
1518,ZUORA,US,US,Software & Computer Services,70.3,39.28451688,245.7,17.4765625, 28.6 ,19.1,59.73755394, 7.8 ,-76.3,21.7,-31.0,1249.0,2.3,1178.9,-21.4,,,,,,,
1519,PENTAIR,Ireland,EU,Industrial Engineering,70.2,-13.58159921,2632.4,-0.266432816, 2.7 ,52.1,21.36929344, 2.0 ,403.9,1.1,15.3,9500.0,-5.0,5374.7,-20.8,,,,,,,
1520,E INK,Taiwan,RoW,Electronic & Electrical Equipment,70.2,14.60309908,402.2,-4.271936861, 17.5 ,16.3,-4.272413468, 4.0 ,20.2,18.3,5.0,,,940.8,-24.0,,,,,,,
1521,TOHOKU ELECTRIC POWER,Japan,Japan,Electricity,70.1,-1.715658504,18324.9,0.091564731, 0.4 ,2588.6,16.53262533, 14.1 ,949.1,39.1,5.2,24870.0,-0.6,4356.6,-23.8,,,,,,,
1522,LONKING HOLDINGS,China,China,Industrial Engineering,70.1,1.023134383,1496.2,-1.048944139, 4.7 ,25.2,-43.42323196, 1.7 ,189.8,7.3,12.7,7644.0,-9.3,914.9,-30.7,,,,,,,
1523,LATTICE SEMICONDUCTOR,US,US,Technology Hardware & Equipment,69.9,-4.393223257,359.7,1.3274859, 19.4 ,13.9,85.94943441, 3.9 ,56.7,304.2,15.8,747.0,-0.9,2325.3,151.6,,,,,,,
1524,CHINA AEROSPACE TIMES ELECTRONICS,China,China,Aerospace & Defence,69.9,44.750816,1718.6,0.701887418, 4.1 ,67.2,-19.42945235, 3.9 ,110.1,-3.4,6.4,15055.0,0.7,2026.2,-0.3,,,,,,,
